"quotationId","sourceSheet","workType","workTypeCode","area","areaCode","workScopeCode","name","canonicalScopeId","canonicalScope","groupName","description","unit","quantity","unitRate","amount","remark","makes"
"livzone_finishing_2026_01_30","for pg","Doors and Windows","4",,,"4","ALUMINIUM WINDOWS","aluminium_window","Aluminium window with glass",,"with frame and glass","sqft",,"475",,"",""
"livzone_finishing_2026_01_30","for pg","Civil Work","5",,,"5","GRANITE STAIRCASE","granite_staircase","Granite staircase",,"With single round takkar granite cost up to 70 sq ft.","step","1","2500","2500","",""
"livzone_finishing_2026_01_30","for pg","Paint Works","6",,,"6","PAINT WORK","paint_complete","Paint work for walls, partitions and ceiling",,"emulsion paint (Make - Asian)","sqft",,"22",,"","Asian"
"livzone_finishing_2026_01_30","for pg","Partition and Glass","7",,,"7","FLUSH DOOR WITH WOODEN FRAME","flush_door","Flush door with laminate finish",,"40 mm thick both side laminate with required fittings like - tower bolt stopper and stopper with saal wood choukhat","pcs",,"25000",,"",""
"iccs_lounge_2025_12_17","for sachin jain","Flooring","1",,,"1","CARPET or PVC VINYL PLANK","carpet_tile","Carpet tile",,"as/design and selection","sqft","300","120","36000","",""
"iccs_lounge_2025_12_17","for sachin jain","Wall Finishes","2",,,"2","CUSTOMISED VINYL WALLPAPER OVER THE EXISITING GLASS WALL","wallpaper","Wallpaper",,"as/design (BEHIND THE SOFA SET)","sqft","120","130","15600","",""
"iccs_lounge_2025_12_17","for sachin jain","Furniture","3",,,"3","2 SEATER SOFA SET","waiting_sofa","Waiting / lounge sofa",,"as/design","pcs","3","24000","72000","",""
"iccs_lounge_2025_12_17","for sachin jain","Furniture","4",,,"4","BOOK SHELF (3' X 8' )","book_shelf_3_x_8","BOOK SHELF (3' X 8' )",,"as/design","pcs","2","20000","40000","",""
"iccs_lounge_2025_12_17","for sachin jain","Furniture","5",,,"5","DICE'S COUCH","dice_s_couch","DICE'S COUCH",,"as/design","pcs","4","10000","40000","",""
"iccs_lounge_2025_12_17","for sachin jain","Furniture","6",,,"6","BEAN BAG","bean_bag","BEAN BAG",,"as/design","pcs","2","10000","20000","",""
"iccs_lounge_2025_12_17","for sachin jain","Furniture","7",,,"7","CIRCULAR/HEXAGONAL COUCH","circular_hexagonal_couch","CIRCULAR/HEXAGONAL COUCH",,"as/design","pcs","5","10000","50000","",""
"iccs_lounge_2025_12_17","for sachin jain","Miscellaneous","8",,,"8","WOODEN STAND FOR CHESS BOARD AND LUDO","wooden_stand_for_chess_board_and_ludo","WOODEN STAND FOR CHESS BOARD AND LUDO",,"as/design","pcs","1","5000","5000","",""
"iccs_lounge_2025_12_17","for sachin jain","Electrical Works","9",,,"9","ELECTRICAL WORK FOR HANGING LIGHTS AND OTHER","electrical_work_for_hanging_lights_and_other","ELECTRICAL WORK FOR HANGING LIGHTS AND OTHER",,"as/required","lumpsum","1","20000","20000","",""
"iccs_lounge_2025_12_17","for sachin jain","Suspended Ceiling","10",,,"10","PAINT WORK FOR CEILING AREA","paint_complete","Paint work for walls, partitions and ceiling",,"as/required","pcs","300","40","15000","",""
"iccs_lounge_2025_12_17","for sachin jain","Furniture","11",,,"11","TABLE GAME (4 IN ONE )","table_game_4_in_one","TABLE GAME (4 IN ONE )",,"SIZE - 54INCH X 24 INCH X 32 INCH HIGH BILLIARD , TABLE TENNIS , HOCKEY , FOOSBALL","lumpsum",,"65000",,"",""
"astralis_2025_05_01","for supernova","Dismantling and Debris","1",,,"A","Dismantling and debris of existing Walls and site cleaning","dismantling_walls","Dismantling existing walls and site cleaning",,"as/Site Visit","lumpsum","1","10000","10000","",""
"astralis_2025_05_01","for supernova","Civil Work","2",,,"A","PCC for levelling","pcc_levelling","PCC / screed for floor levelling",,"providing 1:4 (cement : sand) 100mm thick mortar for existing floor leveling and smooth surface","sqft","600","50","30000","",""
"astralis_2025_05_01","for supernova","Civil Work","2",,,"B","Brick Work For Pantry","brick_work","Brick work for toilets, pantry and cafeteria",,"as/site","lumpsum","1","5000","5000","",""
"astralis_2025_05_01","for supernova","Civil Work","2",,,"D","POP plaster for Existing cement block Wall","plaster_work","Cement plaster",,"providing 1:4 (cement : sand) 12mm thick plaster on existing wall (as/site)","sqft","1200","35","42000","",""
"astralis_2025_05_01","for supernova","Flooring","3",,,"A","Floor Tiles for office with 4"" high skirting Tile Cost - up to 40 TO 60- sqft.","vitrified_floor_tiles","Vitrified floor tiles",,"Providing Fixing of (4' x 2', 2' X 2' ) vitrified Tile with labour and required fixing material. As/3D theme and design Make - Kajaria,Somani, Varmoura,Granicer same as other","sqft","800","120","96000","","Kajaria; Somani; Varmora; Granicer"
"astralis_2025_05_01","for supernova","Suspended Ceiling","4",,,"A","Grid Ceiling (2'x2')","grid_ceiling","Grid ceiling",,"as/design","sqft","650","90","58500","",""
"astralis_2025_05_01","for supernova","Electrical Works","5",,,"A","ELECTRICAL WORKS FOR COMPLETE OFFICE","electrical_complete","Electrical works for complete area",,"providing fitting and Fixing of False ceiling's wiring,pvc conduiting, switch Board, ceiling panel for grid ceiling, MCB, Distribution Board, (Excluding items from our scope - Fan, Geyser,R.O.,chandelier, earthing's wiring ) Make - polycab for wiring + Anchor Penta for switches and board + Crompton/philips For concealed Ceiling Light .","lumpsum","55000","55000","55000","","Polycab; Anchor; Crompton; Philips"
"astralis_2025_05_01","for supernova","Paint Works","6",,,"A","Paint work for complete office area with required putty work","paint_complete","Paint work for walls, partitions and ceiling",,"MAKE - premium emulsion","lumpsum","45000","45000","45000","",""
"astralis_2025_05_01","for supernova","Furniture","7","Pantry","7","A","over head storage above the pantry's slab","overhead_storage","Overhead storage",,"Made of 19mm thick ply/blockboard/ with laminate finish both side with required fittings (SIZE - 5' wide x 3' high x 1' Depth)","sqft","15","1000","15000","",""
"astralis_2025_05_01","for supernova","Furniture","7","Pantry","7","B","granite top","granite_top","Granite counter top",,"19mm thick granite top (single takkar)with required fixing labour and material. Granite base rate - 150/- sq ft","sqft","12","300","3600","",""
"astralis_2025_05_01","for supernova","Flooring","7","Pantry","7","C","pantry wall tile above slab (2' high) to upper head storage","pantry_wall_tile","Pantry wall tiles",,"Providing Fixing of (2'x2', 12""x18"", 12""x12"" ) vitrified Tile with labour and required fixing material. (Make - Somani,Kajaria,vamoura,Gujrati same as other brand)","sqft","60","120","7200","","Kajaria; Somani"
"astralis_2025_05_01","for supernova","Furniture","7","Pantry","7","D","sink + mixture and required plumbing installation labour and their material","sink_mixer","Sink, mixer and plumbing",,"sink cost - up to 5000/- wall mixture - up to 3000/-","lumpsum","1","12000","12000","",""
"astralis_2025_05_01","for supernova","Partition and Glass","7","Pantry","7","E","wooden flush door with fitting and frame","flush_door","Flush door with laminate finish",,"size - 7'x 3' (laminate finish)","pcs","1","15000","15000","",""
"astralis_2025_05_01","for supernova","HVAC","8",,,"A","providing and supply 2000-2500 cfm AHU unit with complete installation and fittings with DUCT","ahu_supply","AHU supply and installation",,"Make - Carrier/Zyco/Waves","lumpsum","1","150000","150000","","Carrier; Waves"
"astralis_2025_05_01","for supernova","Fire Fighting","9",,,"A","ceiling downword flexible sprinkler with 1mtr lengh","downward_sprinkler","Ceiling downward flexible sprinkler",,"Make - TYKO","pcs","5","2000","10000","","Tyco"
"astralis_2025_05_01","for supernova","Fire Fighting","9",,,"B","upside sprinkler with testing and commisioning","upside_sprinkler","Upright sprinkler",,"Make - TYKO","pcs","5","550","2750","","Tyco"
"astralis_2025_05_01","for supernova","Fire Fighting","9",,,"C","3 fire detector with shielded wiring and fire alarm panel with hooter + testing and commisioning","fire_detector","Fire detector with alarm panel",,"Make - AGNI or same as other","pcs","3","1500","4500","","Agni"
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","1",,,"A","5 SEATER SOFA SET (3unit +2unit )","waiting_sofa","Waiting / lounge sofa",,"as/design","pcs","5","70000","350000","",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","1",,,"B","CENTRE TABLE","centre_table","Centre table",,"Size - 600mm x 600 mm (as/design)","pcs","1",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","1",,,"C","SIDE TABLE","side_table","Side table",,"Size - 450mm x 450 mm (as/design)","pcs","1",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","1",,,"D","RECEPTION TABLE","reception_counter","Reception counter / table",,"Size - 900mm (W) x 300 mm (D) x 1050mm (H) (as/design)","pcs","1",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","1",,,"E","RECEPTION'S CHAIR","reception_chair","Reception chair",,"(as/design)","pcs","1",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","1",,,"F","MAIN GLASS DOOR PANELLING","glass_door","Toughened glass door",,"2"" wide wooden panelling with laminate finish","rft","28",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","2","MD Cabin","2","A","2 SEATER SOFA/COUCH (1unit +1unit )","waiting_sofa","Waiting / lounge sofa",,"as/design","pcs","2",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Wall Finishes","2","MD Cabin","2","B","WALL DÉCOR WITH WALLPAPER (BEHIND THE COUCH'S WALL)","wallpaper","Wallpaper",,"as/design","sqft","60",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","2","MD Cabin","2","C","EXECUTIVE CHAIR","executive_chair","Executive chair",,"Size - 600mm x 600 mm (as/design)","pcs","2",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","2","MD Cabin","2","D","BOSS CHAIR","boss_chair","Boss chair",,"Size - 450mm x 450 mm (as/design)","pcs","2",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Furniture","2","MD Cabin","2","E","MD TABLE WITH SIDE STORAGE","director_table","Director / MD table",,"Size - 2100mm (W) x 800 mm (D) x 750 mm (H) (as/design)","pcs","1",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Flooring","2","MD Cabin","2","F","CARPET TILE FLOOR","carpet_tile","Carpet tile",,"(as/design)","sqft","100",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Wall Finishes","2","MD Cabin","2","G","WOODEN PANELLING OVER THE EXISTING GLAZING FRAME","wooden_panelling","Wooden panelling",,"_","rft","30",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Wall Finishes","2","MD Cabin","2","H","WPC WALL CLADDING BEHIND THE MD TABLE","director_table","Director / MD table",,"(as/design)","sqft","100",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Window Treatments","2","MD Cabin","2","I","EXTERNAL GLAZING ROLLER BLINDS","window_blinds","Window / roller blinds",,"(as/design)","sqft","110",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Partition and Glass","2","MD Cabin","2","J","GLASS FILM OVER THE EXISITNG GLASS","glass_film","Glass film",,"(MAIN DOOR + MD CABINS PARTITION)","sqft","100",,,"",""
"waveone_2025_12_10_lumpsum","for wave one (2)","Electrical Works","2","MD Cabin","2","K","ELECTRICAL WORK","electrical_complete","Electrical works for complete area",,"wiring, hanging light and other required works","lumpsum",,,,"",""
"waveone_2025_12_10","for wave one","Furniture","1",,,"A","5 SEATER SOFA SET (3unit +2unit )","waiting_sofa","Waiting / lounge sofa",,"as/design","pcs","5","15000","75000","",""
"waveone_2025_12_10","for wave one","Furniture","1",,,"B","CENTRE TABLE","centre_table","Centre table",,"Size - 600mm x 600 mm (as/design)","pcs","1","10000","10000","",""
"waveone_2025_12_10","for wave one","Furniture","1",,,"C","SIDE TABLE","side_table","Side table",,"Size - 450mm x 450 mm (as/design)","pcs","1","7500","7500","",""
"waveone_2025_12_10","for wave one","Furniture","1",,,"D","RECEPTION TABLE","reception_counter","Reception counter / table",,"Size - 900mm (W) x 300 mm (D) x 1050mm (H) (as/design)","pcs","1","25000","25000","",""
"waveone_2025_12_10","for wave one","Furniture","1",,,"E","RECEPTION'S CHAIR","reception_chair","Reception chair",,"(as/design)","pcs","1","5000","5000","",""
"waveone_2025_12_10","for wave one","Furniture","1",,,"F","MAIN GLASS DOOR PANELLING","glass_door","Toughened glass door",,"2"" wide wooden panelling with laminate finish","rft","28","300","8400","",""
"waveone_2025_12_10","for wave one","Furniture","2","MD Cabin","2","A","2 SEATER SOFA/COUCH (1unit +1unit )","waiting_sofa","Waiting / lounge sofa",,"as/design","pcs","2","10000","20000","",""
"waveone_2025_12_10","for wave one","Wall Finishes","2","MD Cabin","2","B","WALL DÉCOR WITH WALLPAPER (BEHIND THE COUCH'S WALL)","wallpaper","Wallpaper",,"as/design","sqft","60","150","9000","",""
"waveone_2025_12_10","for wave one","Furniture","2","MD Cabin","2","C","EXECUTIVE CHAIR","executive_chair","Executive chair",,"Size - 600mm x 600 mm (as/design)","pcs","2","7500","15000","",""
"waveone_2025_12_10","for wave one","Furniture","2","MD Cabin","2","D","BOSS CHAIR","boss_chair","Boss chair",,"Size - 450mm x 450 mm (as/design)","pcs","2","12000","24000","",""
"waveone_2025_12_10","for wave one","Furniture","2","MD Cabin","2","E","MD TABLE WITH SIDE STORAGE","director_table","Director / MD table",,"Size - 2100mm (W) x 800 mm (D) x 750 mm (H) (as/design)","pcs","1","55000","55000","",""
"waveone_2025_12_10","for wave one","Flooring","2","MD Cabin","2","F","CARPET TILE FLOOR","carpet_tile","Carpet tile",,"(as/design)","sqft","100","175","17500","",""
"waveone_2025_12_10","for wave one","Wall Finishes","2","MD Cabin","2","G","WOODEN PANELLING OVER THE EXISTING GLAZING FRAME","wooden_panelling","Wooden panelling",,"_","rft","30","450","13500","",""
"waveone_2025_12_10","for wave one","Wall Finishes","2","MD Cabin","2","H","WPC WALL CLADDING BEHIND THE MD TABLE","director_table","Director / MD table",,"(as/design)","sqft","100","200","20000","",""
"waveone_2025_12_10","for wave one","Window Treatments","2","MD Cabin","2","I","EXTERNAL GLAZING ROLLER BLINDS","window_blinds","Window / roller blinds",,"(as/design)","sqft","110","150","16500","",""
"waveone_2025_12_10","for wave one","Partition and Glass","2","MD Cabin","2","J","GLASS FILM OVER THE EXISITNG GLASS","glass_film","Glass film",,"(MAIN DOOR + MD CABINS PARTITION)","sqft","100","50","5000","",""
"waveone_2025_12_10","for wave one","Partition and Glass","2","MD Cabin","2","K","GLASS PARTITION COVERING WITH PANELING","glass_partition","Toughened glass partition",,"as/discussed","lumpsum","1","20000","20000","",""
"waveone_2025_12_10","for wave one","Electrical Works","2","MD Cabin","2","L","ELECTRICAL WORK","electrical_complete","Electrical works for complete area",,"wiring, hanging light and other required works","pcs","1","15000","15000","",""
"iccs_office_2025_12_17","FRO ICCS","Flooring","1",,,"1","CARPET TILE (500MMX500MM)","carpet_tile","Carpet tile",,"as/design and selection","sqft","100000","120","12000000","actual quantity will measure at site",""
"iccs_office_2025_12_17","FRO ICCS","Flooring","2",,,"2","VINYL FLOORING","vinyl_flooring","Vinyl flooring",,"as/design","sqft","10000","150","1500000","For reception area and other area as/design",""
"iccs_office_2025_12_17","FRO ICCS","Furniture","3","Reception",,"3","SOFA (FOR RECEPTION AND LOUNGE AREA)","sofa_for_reception_and_lounge_area","SOFA (FOR RECEPTION AND LOUNGE AREA)",,"as/design","seat","65","15000","975000","it’s a tentative quantity actual will be count at site",""
"iccs_office_2025_12_17","FRO ICCS","Flooring","4",,,"4","VITRIFIED FLOOR TILE","vitrified_floor_tiles","Vitrified floor tiles",,"SIZE - 4'X2' OR 2'X2' (MAKE KAJARIA)","sqft","10000","200","2000000","dismentling and debris of existing break tiles and replace with new tile with required material and labour","Kajaria"
"iccs_office_2025_12_17","FRO ICCS","Partition and Glass","5",,,"5","GYPSUM PARTITION","gypsum_partition","Gypsum partition",,"as/design","sqft","12000","120","1440000","",""
"iccs_office_2025_12_17","FRO ICCS","Partition and Glass","6",,,"6","ALUMINIUM PARTITION","aluminium_partition","Aluminium partition",,"as/design","sqft","3400","350","1190000","",""
"iccs_office_2025_12_17","FRO ICCS","Partition and Glass","7",,,"7","GLASS PARTITION","glass_partition","Toughened glass partition",,"as/design","pcs","3500","450","1575000","",""
"iccs_office_2025_12_17","FRO ICCS","Suspended Ceiling","8",,,"8","GYPSUM CEILING","gypsum_ceiling","Gypsum ceiling",,"as/design","pcs","8000","120","960000","",""
"iccs_office_2025_12_17","FRO ICCS","Suspended Ceiling","9",,,"9","GRID CEILING","grid_ceiling","Grid ceiling",,"as/design","pcs","3000","150","450000","",""
"iccs_office_2025_12_17","FRO ICCS","Electrical Works","10",,,"10","ELECTRICAL WORK","electrical_complete","Electrical works for complete area",,"as/required","sqft","5000","250","1250000","",""
"iccs_office_2025_12_17","FRO ICCS","Suspended Ceiling","11",,,"11","PAINT WORK FOR CEILING AND WALL","paint_complete","Paint work for walls, partitions and ceiling",,"as/required","pcs","50000","25","1250000","",""
"iccs_office_2025_12_17","FRO ICCS","Furniture","12","Workstation Area",,"12","WORKSTATION","workstation","Workstation",,"as/required","pcs",,"7500","7500","",""
"iccs_office_2025_12_17","FRO ICCS","Furniture","13",,,"13","OFFICE CHAIR","office_chair","Office / workstation chair",,"as/required","pcs",,"3200","3200","",""
"iccs_office_2025_12_17","FRO ICCS","Window Treatments","14",,,"14","WINDOW BLINDES","window_blinds","Window / roller blinds",,"as/required","pcs","2000","140","280000","",""
"iccs_office_2025_12_17","FRO ICCS","Window Treatments","15",,,"15","GLASS FILM","glass_film","Glass film",,"as/required","pcs","5000","35","175000","",""
"iccs_office_2025_12_17","FRO ICCS","Suspended Ceiling","16",,,"16","BAFFLE CEILING","baffle_ceiling","Baffle ceiling",,"as/required","pcs","1500","450","675000","AS PER DESIGN AND SITE REQUIREMENT",""
"iccs_office_2025_12_17","FRO ICCS","Wall Finishes","17",,,"17","WALL CLADDING WITH WPC/ CHARCOL PANEL FOR DECORATIVE WALL","wall_cladding","WPC / charcoal wall cladding",,"as/required","pcs","2000","150","300000","",""
"rinki_2024_10_26","REVISED","Dismantling and Debris","1",,,"A","Dismantling and debris of existing partition Walls and site cleaning","dismantling_partitions","Dismantling existing partitions and site cleaning",,"as/Site Visit","lumpsum","1","15000","15000","",""
"rinki_2024_10_26","REVISED","Civil Work","2",,,"A","pcc for tile levelling","pcc_levelling","PCC / screed for floor levelling",,"providing 1:4 (cement : sand) 100mm thick mortar for existing floor leveling and smooth surface","lumpsum","1","300000","300000","",""
"rinki_2024_10_26","REVISED","Civil Work","2",,,"B","IPS flooring","ips_flooring","IPS flooring",,"providing 5 to 6mm thick IPS flooring for Carpet Area.","",,,,"",""
"rinki_2024_10_26","REVISED","Civil Work","2",,,"C","Brick Work For Toilets And Pantry and cafeteria","brick_work","Brick work for toilets, pantry and cafeteria",,"providing first class brick work with 4.5 and 9"" thick with rough plaster finish for Tile work. (as/drawing) also providing ledge wall for Wall Hung WC Cistern","",,,,"",""
"rinki_2024_10_26","REVISED","Civil Work","2",,,"D","RCC Lintel Beam","rcc_lintel","RCC lintel beam",,"providing RCC Lintel Beam For Door Support at +8' lvl","",,,,"",""
"rinki_2024_10_26","REVISED","Civil Work","2",,,"F","plaster work","plaster_work","Cement plaster",,"providing 1:4 (cement : sand) 12mm thick plaster on existing wall (as/site)","",,,,"",""
"rinki_2024_10_26","REVISED","Civil Work","2",,,"E","Raised Floor For Server Room","raised_floor","Raised PCC floor",,"100mm high PCC floor for raised plateform for 75mm pipes for water line","",,,,"",""
"rinki_2024_10_26","REVISED","Flooring","3",,,"A","Floor Tiles Tile Cost - up to 40 TO 60- sqft.","vitrified_floor_tiles","Vitrified floor tiles",,"Providing Fixing of (4'x2' , 8"" x 4' ) vitrified Tile with labour and required fixing material. As/3D theme and design Make - Kajaria,Somani, Varmoura,Granicer same as other","sqft","4000","120","480000","","Kajaria; Somani; Varmora; Granicer"
"rinki_2024_10_26","REVISED","Partition and Glass","4",,,"A","75mm thick Gypsum Partition","gypsum_partition","Gypsum partition",,"providing and fixing of gypsum partition (50mm x 50 mm GI section with both side 12mm gypsum board with joint plaster)","sqft","2500","140","350000","",""
"rinki_2024_10_26","REVISED","Partition and Glass","4",,,"B","12mm thick toughened glass Door","glass_door","Toughened glass door",,"","pcs","13","20000","260000","",""
"rinki_2024_10_26","REVISED","Partition and Glass","4",,,"C","Providing and fixing flush door with laminate finish required with fittings","flush_door","Flush door with laminate finish",,"","pcs","3","8500","25500","",""
"rinki_2024_10_26","REVISED","Partition and Glass","4",,,"D","12mm thick toughened glass partition fixing with C profile section in floor and gypsum (as/layout) (up to 7' high from floor finish lvl)","glass_partition","Toughened glass partition",,"12mm thick toughened Glass partition with Required Fittings (Make - saint Gobain,Modi same as other) note - existing front glass will remain same","sqft","800","400","320000","","Saint Gobain; Modi"
"rinki_2024_10_26","REVISED","Toilet and Wet Areas","5","Director Cabin","5","A","Floor and Wall Tiles","toilet_tiles","Toilet floor and wall tiles",,"Providing Fixing of (2'x2', 12""x18"", 12""x12"" ) vitrified Tile with labour and required fixing material. (Make - Somani,Kajaria,vamoura,same as other brand)","pcs","300","120","36000","","Kajaria; Somani"
"rinki_2024_10_26","REVISED","Toilet and Wet Areas","5","Director Cabin","5","B","Fixtures for toilet","toilet_fixtures","Toilet fixtures set",,"1. Wall mounted WC (jaquar) with cistern + flush plate (GROHE GD- 2) 2. Table top basin with diverter (MAKE - JAQUAR BASIC MODEL) 3. wall mirror with light 4. Vanity with granite top with below storage 5. health Faucet 6. toilet paper Holder (Stainless steel heavy duty)","pcs","1","45000","45000","","Jaquar; Grohe"
"rinki_2024_10_26","REVISED","Toilet and Wet Areas","5","Director Cabin","5","C","New Bathroom's pvc installation fittings + labour charges with required items.","toilet_plumbing","Bathroom PVC plumbing installation",,"providing fitting and fixing of new pvc pipeline fittings for bathroom fixtures with required items. MAKE - Prince/ Prakash/Finolex same as other","pcs","1","30000","30000","","Prince; Prakash; Finolex"
"rinki_2024_10_26","REVISED","Suspended Ceiling","6",,,"A","GYPSUM ceiling with cove designs (as/design)","gypsum_ceiling","Gypsum ceiling",,"providing and fixing of Gypsum Board ceiling with required ISI GI channel cevered with 12mm thick gypsum board with required fittings.","sqft","3250","125","406250","",""
"rinki_2024_10_26","REVISED","Electrical Works","7",,,"A","ELECTRICAL WORKS FOR COMPLETE OFFICE (as/drawing and 3D design)","electrical_complete","Electrical works for complete area",,"providing fitting and Fixing of False ceiling's wiring,pvc conduiting, switch Board, LED Strips for cove and recessed light for false ceiling, MCB, Distribution Board, 2 - 3 electrical point on work + 4 electrical points in cabin + COVE LIGHT , Cove Strip, Profile Light, Hanging Light other required work (Excluding items from our scope - Fan, Geyser,R.O.,chandelier, earthing's wiring ) Make - polycab/Havells for wiring + GM/L&T/ for switches + Syska/Crompton/ Philips For Resecced Ceiling Light .","sqft","3200","200","640000","","Polycab; Crompton; Philips"
"rinki_2024_10_26","REVISED","Paint Works","8",,,"A","Walls + Partition And Ceiling's Paint work for complete office area with required putty work","paint_complete","Paint work for walls, partitions and ceiling",,"MAKE - emulsion shine","sqft","8500","30","250000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Reception","9A","A","waiting area sofa set","waiting_sofa","Waiting / lounge sofa",,"AS/3D DESIGN","seat","4","8000","32000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Reception","9A","B","2 seater sofa","waiting_sofa","Waiting / lounge sofa",,"AS/3D DESIGN","seat","2","10000","20000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Reception","9A","D","Reception counter","reception_counter","Reception counter / table",,"as/design","pcs","1","35000","35000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Reception","9A","E","Reception chair","reception_chair","Reception chair",,"as/selection","pcs","1","7500","7500","",""
"rinki_2024_10_26","REVISED","Furniture","9","Meeting Room","9B","A","meeting's table with laminate finish","meeting_table","Meeting table",,"made of powder coated MS frame(internal) with wooden laminted top with laquered glass","pcs","1","24000","24000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Meeting Room","9B","B","meeting table's chairs","meeting_chair","Meeting chair",,"up to 5000/- per seat","pcs","6","5000","30000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Pantry","9C","A","wooden storage below the pantry's slab","below_storage","Wooden storage below counter",,"Made of 19mm thick ply/blockboard/HDHMR with laminate finish bith side with required fittings (SIZE - 6' wide x 3' high x 2' Depth)","sqft","18","1000","18000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Pantry","9C","A","0ver head storage above the pantry's slab","0ver_head_storage_above_the_pantry_s_slab","0ver head storage above the pantry's slab",,"Made of 19mm thick ply/blockboard/HDHMR with laminate finish bith side with required fittings (SIZE - 6' wide x 3' high x 1' Depth)","sqft","18","1000","18000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Pantry","9C","B","granite top","granite_top","Granite counter top",,"19mm thick granite top with required fixing labour and material. Granite base rate - 150/- sq ft","sqft","15","300","4500","",""
"rinki_2024_10_26","REVISED","Furniture","9","Pantry","9C","C","pantry wall tile above slab (2' high) to upper head storage + wall tiles behind the refrigerator and WD (up to 5' high)","pantry_wall_tile","Pantry wall tiles",,"Providing Fixing of (2'x2', 12""x18"", 12""x12"" ) vitrified Tile with labour and required fixing material. (Make - Somani,Kajaria,vamoura,same as other brand)","sqft","100","120","12000","","Kajaria; Somani"
"rinki_2024_10_26","REVISED","Furniture","9","Pantry","9C","D","sink + mixture and required plumbing installation labour and their material","sink_mixer","Sink, mixer and plumbing",,"sink cost - up to 5000/- wall mixture - up to 3000/-","lumpsum","1","12000","12000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Cafeteria","9D","A","wooden storage below the sink's granite counter a","below_storage","Wooden storage below counter",,"Made of 19mm thick ply/blockboard/HDHMR with laminate finish bith side with required fittings (SIZE - 6' wide x 3' high x 2' Depth)","sqft","36","1000","36000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Cafeteria","9D","B","granite top for 2 slab","granite_top","Granite counter top",,"19mm thick granite top with required fixing labour and material. Granite base rate - 150/- sq ft","sqft","50","300","15000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Cafeteria","9D","C","pantry wall tile above slab (2' high) to upper head storage + wall tiles behind the refrigerator and WD","pantry_wall_tile","Pantry wall tiles",,"Providing Fixing of (2'x2', 12""x18"", 12""x12"" ) vitrified Tile with labour and required fixing material. (Make - Somani,Kajaria,vamoura,same as other brand)","sqft","150","150","22500","","Kajaria; Somani"
"rinki_2024_10_26","REVISED","Furniture","9","Cafeteria","9D","D","sink + mixture and required plumbing installation labour and their material","sink_mixer","Sink, mixer and plumbing",,"sink cost - up to 5000/- wall mixture - up to 3000/-","lumpsum","1","20000","20000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Workstation Area","9E","A","workstation's table with laminate finish top","workstation","Workstation",,"made of powder coated MS frame structure (internal) with wooden laminted top.","pcs","53","6000","318000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Workstation Area","9E","B","workstation's chair","office_chair","Office / workstation chair",,"up to 4500/- per seat","pcs","53","4500","238500","",""
"rinki_2024_10_26","REVISED","Furniture","9","Workstation Area","9E","D","low height division storage","low_height_division_storage","low height division storage",,"structure made of MS and box made of wooden. As/design","pcs","6","12000","72000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Workstation Area","9E","E","2 sofa seat for informal area","2_sofa_seat_for_informal_area","2 sofa seat for informal area",,"as/3d design","pcs","2","8000","16000","",""
"rinki_2024_10_26","REVISED","Furniture","9","Cabin","9G","A","boss's table + side table storage","side_table","Side table",,"made of powder coated MS frame(internal) with wooden laminted top with laquered glass","pcs","3","27500","82500","",""
"rinki_2024_10_26","REVISED","Furniture","9","Cabin","9G","B","Cabin's head chair","cabin_chair","Cabin / director chair",,"up to 7500/- per seat","pcs","3","7500","22500","",""
