"quotationId","sourceSheet","workType","workTypeCode","area","areaCode","workScopeCode","name","canonicalScopeId","canonicalScope","groupName","description","unit","quantity","unitRate","amount","remark","makes"
"rinki_2023_10_07","RINKI- final","Furniture","9","Workstation Area","9E","B","workstation's chair","office_chair","Office / workstation chair",,"up to 4500/- per seat","pcs","53","4500","238500","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Workstation Area","9E","D","low height division storage (5 feet wide x 4 feet high x 1 feet deep)","low_height_division_storage_5_feet_wide_x_4_feet","low height division storage (5 feet wide x 4 feet high x 1 feet deep)",,"structure made of MS and box made of wooden. As/design","pcs","6","15000","90000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Workstation Area","9E","E","2 sofa seat for informal area","2_sofa_seat_for_informal_area","2 sofa seat for informal area",,"as/3d design","pcs","2","10000","20000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Workstation Area","9E","F","Wall Display Storage (8 feet high x 8 feet wide)","wall_display_storage_8_feet_high_x_8_feet_wide","Wall Display Storage (8 feet high x 8 feet wide)",,"made of MS pipe with wooden planter as/design","sqft","64","1000","64000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Cabin","9G","A","boss's table + side table storage (size - 5' wide x 3' depth x 2.5 feet high )","side_table","Side table",,"made of powder coated MS frame(internal) with wooden laminted top with laquered glass","pcs","3","27500","82500","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Cabin","9G","B","Cabin's head chair","cabin_chair","Cabin / director chair",,"up to 7500/- per seat","pcs","3","7500","22500","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Cabin","9G","C","Cabin's visitor chair","visitor_chair","Visitor chair",,"up to 4500/- per seat","pcs","6","4500","27000","23'(L)x13'(W)=299",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Cabin","9H","A","workstation's table with laminate finish top (size - 3.5' wide x 2' depth )","workstation","Workstation",,"made of powder coated MS frame structure (internal) with wooden laminted top.","pcs","6","7000","42000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Cabin","9H","B","workstation's chair","office_chair","Office / workstation chair",,"up to 4500/- per seat","pcs","6","4500","27000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Executive Director Cabin","9I","A","cabin's table with laminate finish top (size - 6' wide x 3' depth )","cabin_s_table_with_laminate_finish_top_size_6_wi","cabin's table with laminate finish top (size - 6' wide x 3' depth )",,"made of 19mm thick commerical plywood with laminate finish top.","pcs","1","22500","22500","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Executive Director Cabin","9I","B","Low height storage (size - 3' wide x 2.5' high x 18"" deep )","low_height_storage_size_3_wide_x_2_5_high_x_18_d","Low height storage (size - 3' wide x 2.5' high x 18"" deep )",,"made of 19mm thick commerical plywood with laminate finish with two drawer + one shutter below","pcs","1","7500","7500","23'(L)x13'(W)=300",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Executive Director Cabin","9I","C","Director's chair","cabin_chair","Cabin / director chair",,"up to 10000/- per seat","pcs","1","10000","10000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Executive Director Cabin","9I","D","visitor chair","visitor_chair","Visitor chair",,"up to 4500/- per seat","pcs","3","4500","13500","23'(L)x13'(W)=299",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Executive Director Cabin","9I","E","sofa set","waiting_sofa","Waiting / lounge sofa",,"as/design","pcs","2","10000","20000","23'(L)x13'(W)=300",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9J","A","cabin's table with laminate finish top (size - 7' wide x 3' depth )","cabin_s_table_with_laminate_finish_top_size_7_wi","cabin's table with laminate finish top (size - 7' wide x 3' depth )",,"made of 19mm thick commerical plywood with laminate finish top.","pcs","1","25000","25000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9J","B","Low height storage (size - 4' wide x 2.5' high x 18"" deep )","low_height_storage_size_4_wide_x_2_5_high_x_18_d","Low height storage (size - 4' wide x 2.5' high x 18"" deep )",,"made of 19mm thick commerical plywood with laminate finish with two drawer + one shutter below","pcs","1","10000","10000","23'(L)x13'(W)=300",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9J","C","Director's chair","cabin_chair","Cabin / director chair",,"up to 10000/- per seat","pcs","1","10000","10000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9J","D","visitor chair","visitor_chair","Visitor chair",,"up to 4500/- per seat","pcs","3","4500","13500","23'(L)x13'(W)=299",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9J","E","sofa set","waiting_sofa","Waiting / lounge sofa",,"as/design","pcs","3","10000","30000","23'(L)x13'(W)=300",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9J","F","Coffee table (3' x 3' )","coffee_table","Coffee table",,"as/design","pcs","2","7500","15000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9J","G","Table's Back Wall Storage (8' high x 6.5' wide)","wall_storage","Wall storage",,"as/design","sqft","52","1000","52000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9K","A","Director's table with laminate finish top (size - 7' wide x 3' depth )","director_table","Director / MD table",,"made of powder coated MS frame(internal) with wooden laminted top with laquered glass","pcs","1","25000","25000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9K","B","Low height storage (size - 3' wide x 2.5' high x 18"" deep )","low_height_storage_size_3_wide_x_2_5_high_x_18_d","Low height storage (size - 3' wide x 2.5' high x 18"" deep )",,"made of 19mm thick commerical plywood with laminate finish with two drawer + one shutter below","pcs","1","7500","7500","23'(L)x13'(W)=300",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9K","C","Director's chair","cabin_chair","Cabin / director chair",,"up to 10000/- per seat","pcs","1","10000","10000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9K","D","visitor chair","visitor_chair","Visitor chair",,"up to 4500/- per seat","pcs","3","4500","13500","23'(L)x13'(W)=299",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9K","E","sofa set","waiting_sofa","Waiting / lounge sofa",,"as/design","pcs","3","10000","30000","23'(L)x13'(W)=300",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9K","F","Coffee table (3' x 3' )","coffee_table","Coffee table",,"as/design","pcs","2","7500","15000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9K","G","2 seater sofa","waiting_sofa","Waiting / lounge sofa",,"as/design","sqft","2","10000","20000","",""
"rinki_2023_10_07","RINKI- final","Furniture","9","Director Cabin","9K","H","Wall Storage (8' high x 4' wide)","wall_storage","Wall storage",,"as/design","sqft","32","1000","32000","",""
"rinki_2023_10_07","RINKI- final","Civil Work","10",,,"A","POP wall plaster and Exising Pop plaster or punning","plaster_work","Cement plaster",,"leveling and smmoth surface + piller","sqft","2000","30","60000","",""
"rinki_2023_10_07","RINKI- final","Window Treatments","10",,,"B","Rollers Blinds (for external glazing glass)","window_blinds","Window / roller blinds",,"Make -winfab, vista, hightech ,same as other","sqft","600","150","90000","",""
"rinki_2023_10_07","RINKI- final","System Integration","11",,,"A","CCTV fittings with 6 camera excluding TFT Screen","cctv_fittings_with_6_camera_excluding_tft_screen","CCTV fittings with 6 camera excluding TFT Screen",,"providing fitting and fixing of 6 CCTV camara with required DVR Box ,wiring, Night vision Camara. Without lcd Screen","lumpsum","1","200000","200000","",""
"rinki_2023_10_07","RINKI- final","System Integration","11",,,"B","HDMI cabling for 3 Director Cabin","hdmi_cabling_for_3_director_cabin","HDMI cabling for 3 Director Cabin",,"for LCD screen","",,,,"",""
"rinki_2023_10_07","RINKI- final","System Integration","11",,,"C","KAT 6 wiring for Networking","kat_6_wiring_for_networking","KAT 6 wiring for Networking",,"For work station + cabins + other","",,,,"",""
"rinki_2023_10_07","RINKI- final","System Integration","11",,,"D","Biometric punching machine with Fittings","biometric_punching_machine_with_fittings","Biometric punching machine with Fittings",,"500 person capacity","",,,,"",""
"rinki_2023_10_07","RINKI- final","HVAC","12",,,"A","2 AIR HANDLING UNITS (AHU) 5000 CFM DS 4RD 50mm STATIC :- Make - (ZECO/edgtech) Supply, testing, of double skin air handling unit Casing of air handling unit shall be in double skin construction, inner skin Shall be construction out of 24 gauge plain GS sheet& outer skin in 24 gauge pre-plasticized GS sheet sand witched between 25mm thick Injected PU foam insulation of density not less than 40 kg/Cum and Inspection door, fan section complete with forward curved type centrifugal Fan, and 3 phase squirrel cage induction motor with belt drive drive packag,Coil section with multi row deep chilled and aluminum fins contraction having wall thickness of tubes not less 0.4 mm face velocity across cooling coil shall not exceed 500 FPM, filter section complete with 50 mm thick Washable synthetic fiber filter.","ahu_supply","AHU supply and installation",,"","sqft","3200","325","1040000","","Zeco"
"rinki_2023_10_07","RINKI- final","HVAC","12",,,"B","2 CHILLED WATER PIPING : MAKE - (jindal) Suppling,installation,testing and commissioning of M S heavy C -class piping Insulation with closed cell insulation of 25 mm thick 32mm 3. Y-STRAINER FOR AHUs PIPE LINE : MAKE - (sant/flowell) Supply,installction,testing and commissioning of following ‘Y strainers for Air handling units 32mm 4. Suppling,installing,testing and commissioning of following Ball valves one With Y strainers and other without strainer for AHU Pipe line in let and out let 15mm dia 5. DUCTWORK/AIR TERMINALS : MAKE - (jindal/sail) Supply, fabrication, installation, and testing of sheet metal ducts complete. Hanging arrangement including check nuts in Accordance with the approved shop drawing and specifications etc. 0.63mm (24gauge) GSS 7 Supply & fixing of :- Diffuser with damper (300x300) 8 INSULACTION :- 6 mm Naital rubber (Aflex/accoflex) 9 FLEXIBLE CANVASS CONNECTION:- Supply, installation and testing of 125 MM deep ant vibration flexible Joint at the outlet of packaged unites 10 AHU machine motor starter panel 11 AHU machine installation charge 12 AHU machine transportation and lifting charge","ahu_supply","AHU supply and installation",,"","",,,,"","Jindal"
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"A","Providing laying, jointly and testing of Heavy grade MS Pipe ISI Marked 1239 with special accessories such as tees, elbows, nut and bolts with welded joints including cutting & making iron clamps, bracket with metal fastener and painting with 2 Coats of synthetic paint etc. complete as required pipes. - 65 MM DIA","ms_pipe","MS heavy grade fire pipe","Providing laying, jointly and testing of Heavy grade MS Pipe ISI Marked 1239 with special accessories such as tees, elbows, nut and bolts with welded joints including cutting & making iron clamps, bracket with metal fastener and painting with 2 Coats of synthetic paint etc. complete as required pipes.","","mtr","6","1315","7890","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"B","Providing laying, jointly and testing of Heavy grade MS Pipe ISI Marked 1239 with special accessories such as tees, elbows, nut and bolts with welded joints including cutting & making iron clamps, bracket with metal fastener and painting with 2 Coats of synthetic paint etc. complete as required pipes. - 50 MM DIA","ms_pipe","MS heavy grade fire pipe","Providing laying, jointly and testing of Heavy grade MS Pipe ISI Marked 1239 with special accessories such as tees, elbows, nut and bolts with welded joints including cutting & making iron clamps, bracket with metal fastener and painting with 2 Coats of synthetic paint etc. complete as required pipes.","","mtr","12","825","9900","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"C","Providing laying, jointly and testing of Heavy grade MS Pipe ISI Marked 1239 with special accessories such as tees, elbows, nut and bolts with welded joints including cutting & making iron clamps, bracket with metal fastener and painting with 2 Coats of synthetic paint etc. complete as required pipes. - 25 MM DIA","ms_pipe","MS heavy grade fire pipe","Providing laying, jointly and testing of Heavy grade MS Pipe ISI Marked 1239 with special accessories such as tees, elbows, nut and bolts with welded joints including cutting & making iron clamps, bracket with metal fastener and painting with 2 Coats of synthetic paint etc. complete as required pipes.","","mtr","48","525","25200","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"9","MS door frame 1200x2100 door capable of accommodating fire hose reel, landing valve, hose pipes, fittings & accessories. The door shall have a front glass with lock and key arrangement & shall be painted with post office red colour (approval shall be taken on the basis of submitted sample before ordering) Cost of fire extinguishers not included in item rate. (Liasioing with civil contractor for making 1200x600x2100 Recessed type mansoary box (by civil contractor).","fire_extinguisher","Fire extinguisher","Providing laying, jointly and testing of Heavy grade MS Pipe ISI Marked 1239 with special accessories such as tees, elbows, nut and bolts with welded joints including cutting & making iron clamps, bracket with metal fastener and painting with 2 Coats of synthetic paint etc. complete as required pipes.","Each","5","11500","57500","661250000","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"A","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto). - 65mm bore","butterfly_valve","Cast iron butterfly valve","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","","pcs","1","3725","3725","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"13C","P/F S.S Flexable Pipe 1000mm For Sprinklers Pipe Adjust Ceiling Lable as Per Direction with Accessories Complete in all respect.","downward_sprinkler","Ceiling downward flexible sprinkler","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","","pcs","18","2695","48510","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"17","Providing & fixing mechanical foam type fire extinguisher 9 ltrs. (ISI marked. (Make: Guarsd / Safe Guards/ Life Guards/ Lightex/ Superex/ Safex).","fire_extinguisher","Fire extinguisher","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","EACH","pcs","2875",,,"",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"18","Providing & fixing of water pressure gas type fire extinguishers of 6 ltr. Capacity complete with initial charges and ISI Marked. (Make: Guarsd / Safe Guards/ Life Guards/ Lightex/ Superex/ Safex).","fire_extinguisher","Fire extinguisher","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","EACH","pcs","2475",,,"",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"25","P/F Terraces Pump Panel 16 Gauge Complete in all respect.","p_f_terraces_pump_panel_16_gauge_complete_in_all","P/F Terraces Pump Panel 16 Gauge Complete in all respect.","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","SET.","pcs","12500",,,"",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"26","Providing, laying, testing and commissioning of MS heavy Grade ERW pipes for underground applications confirming to IS: 1239 / IS : 3589 with necessary flanges and fittings such as elbows and as elbows and tees with a primer coat along with wrapping and coating of pipe PYPCOYE 4 mm thick conforming to IS:10221. If required excavation all the type soils refilling the trenches to same finish. Holidays test shall be curried out to check for proper workmanship on the laying of all underground piping.(MAKE ; PIPE COATE)","providing_laying_testing_and_commissioning_of_ms","Providing, laying, testing and commissioning of MS heavy Grade ERW pipes for und","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","","pcs",,,,"",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"13D","Providing & Fixing 15 mm dia gun metal (Pendent Type) sprinkle head with quartz bulb complete with all respect","upside_sprinkler","Upright sprinkler","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","","pcs","25","700","17500","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"23","Providing testing and commissioning of the installation control valve including with following fittings, (Make : Kirloskar).","providing_testing_and_commissioning_of_the_insta","Providing testing and commissioning of the installation control valve including","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","","pcs","25","15625","390625","","Kirloskar"
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"23","Providing & fixing double flanged flexicon expansion joint with unit control of standard length as per maufacturers specs tested to a pressure of 20Kg/Sqcm including rubber gaskets, flanges, nuts, bolts and washers complete as required.","providing_fixing_double_flanged_flexicon_expansi","Providing & fixing double flanged flexicon expansion joint with unit control of","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","","pcs","25","15625","390625","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"32","Providing, fixing, testing & commissioning of MS air cushion tank on top of each riser fabricated from 8mm thick MS plate,250 mm in diameter and 1.2 m in height with dished ends fabricated from 10mm thick MS sheet,2coats of synthetic enamel paint over a coat of primer with Air release valve with stop cock, flanged inlet connection and drain arrangement with 25mm dia valve, pressure guage with gun metal stop cock complete with all accessories as required.","ms_pipe","MS heavy grade fire pipe","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","Each","pcs","25","15625","390625","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"32","Providing & Fixing Nipple Down Complete in all respect.","providing_fixing_nipple_down_complete_in_all_res","Providing & Fixing Nipple Down Complete in all respect.","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","","pcs","25","15625","390625","",""
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"37","Providing & Fixing of installation control valve with turbine type automatic Alarm Gong to be connected with control valve, drain & test valve all flanged connections as per manufacturer's specifications complete. (Make : Kirloskar)","providing_fixing_of_installation_control_valve_w","Providing & Fixing of installation control valve with turbine type automatic Ala","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","","pcs","25","15625","390625","","Kirloskar"
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"22","Providing and fixing inspectors test assembly complete with test valve, sight glass sectional drain valve, union with corrosion resistant orifice all complete strictly as per drawing. (Make: Zoloto)","providing_and_fixing_inspectors_test_assembly_co","Providing and fixing inspectors test assembly complete with test valve, sight gl","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","","pcs","25","15625","390625","","Zoloto"
"rinki_2023_10_07","RINKI- final","Fire Fighting","13",,,"31","Supply, Erection, Testing & commissioniing of firemans axe with heavy rubber handle .","supply_erection_testing_commissioniing_of_firema","Supply, Erection, Testing & commissioniing of firemans axe with heavy rubber han","Providing & fixing cast iron Butterfly Valve Complete with MS flange nuts and bolts rubber insertion as required ISI make. (Make : Kartar/ Zoloto).","Each","pcs","25","15625","390625","",""
"rinki_2023_10_07","RINKI- final","Alarm System","14",,,"A","Providing & fixing ISI marked fire extinguishers of ABC type of 4 Kg. capacities complete with horn and value with initial charge as required. ISI mark. (Make: Guarsd / Safe Guards/ Life Guards/ Lightex/ Superex/ Safex).","fire_extinguisher","Fire extinguisher",,"","pcs","4","2500","10000","",""
"rinki_2023_10_07","RINKI- final","Alarm System","14",,,"B","Supplying and drawing of PVC insulated Copper conductor 2C 1.5 sq. mm including terminating connection etc. as required","supplying_and_drawing_of_pvc_insulated_copper_co","Supplying and drawing of PVC insulated Copper conductor 2C 1.5 sq. mm including",,"","mtr","410","160","65600","",""
"rinki_2023_10_07","RINKI- final","Alarm System","14",,,"C","Providing & fixing manual call box 16 guage in 100 x 100 mm enclosure with arrangement to raise the alarm when the glazz in manually broken complete as required including hammer.","ms_pipe","MS heavy grade fire pipe",,"","pcs","2","1050","2100","",""
"rinki_2023_10_07","RINKI- final","Alarm System","14",,,"D","Providing & fixing of DUAL / tone electric fire hooter suitable for wall mounting inside the building for localized warming range of hooter shall be 80 dB to 120 dB.","providing_fixing_of_dual_tone_electric_fire_hoot","Providing & fixing of DUAL / tone electric fire hooter suitable for wall mountin",,"","pcs","2","1050","2100","",""
"rinki_2023_10_07","RINKI- final","Alarm System","14",,,"E","P/F Heat Detectors with base Complete in all respect. (Make: Agni Protection)","p_f_heat_detectors_with_base_complete_in_all_res","P/F Heat Detectors with base Complete in all respect. (Make: Agni Protection)",,"","pcs","18","1995","35910","","Agni"
"rinki_2023_10_07","RINKI- final","Alarm System","14",,,"F","P/F Smoke Detectors with base Complete in all respect. (Make: Agni Protection)","p_f_smoke_detectors_with_base_complete_in_all_re","P/F Smoke Detectors with base Complete in all respect. (Make: Agni Protection)",,"","pcs","18","2200","39600","","Agni"
"rinki_2023_10_07_v1","RINKI","Dismantling and Debris","1",,,"A","Dismantling and debris of existing partition Walls and site cleaning","dismantling_partitions","Dismantling existing partitions and site cleaning",,"as/Site Visit","lumpsum","1","20000","20000","",""
"rinki_2023_10_07_v1","RINKI","Civil Work","2",,,"A","Screeding work","pcc_levelling","PCC / screed for floor levelling",,"providing 1:4 (cement : sand) 100mm thick mortar for existing floor leveling and smooth surface (as/site requirement)","lumpsum","1","300000","300000","",""
"rinki_2023_10_07_v1","RINKI","Civil Work","2",,,"B","IPS flooring","ips_flooring","IPS flooring",,"providing 5 to 6mm thick IPS flooring for Carpet Area.","",,,,"",""
"rinki_2023_10_07_v1","RINKI","Civil Work","2",,,"C","Brick Work For Toilets And Pantry and cafeteria","brick_work","Brick work for toilets, pantry and cafeteria",,"providing first class brick work with 4.5 and 9"" thick with rough plaster finish for Tile work. (as/drawing) also providing ledge wall for Wall Hung WC Cistern","",,,,"",""
"rinki_2023_10_07_v1","RINKI","Civil Work","2",,,"D","RCC Lintel Beam","rcc_lintel","RCC lintel beam",,"providing RCC Lintel Beam For Door Support at +8' lvl","",,,,"",""
"rinki_2023_10_07_v1","RINKI","Civil Work","2",,,"E","Water proofing for toilet and Pantry","waterproofing","Waterproofing for toilet and pantry",,"providing DR. Fixit Water proofing chemical for toilets and pantry","",,,,"",""
"rinki_2023_10_07_v1","RINKI","Civil Work","2",,,"F","plaster work","plaster_work","Cement plaster",,"providing 1:4 (cement : sand) 12mm thick plaster on existing wall (as/site)","",,,,"",""
"rinki_2023_10_07_v1","RINKI","Civil Work","2",,,"G","granite Ledge for Balcony area","granite_ledge","Granite ledge",,"18- 25 mm thick granite ledge for Balcony area","",,,,"",""
"rinki_2023_10_07_v1","RINKI","Civil Work","2",,,"E","Raised Floor For Pantry + Café + Server Room","raised_floor","Raised PCC floor",,"100mm high PCC floor for raised plateform for 75mm pipes for water line","",,,,"",""
"rinki_2023_10_07_v1","RINKI","Flooring","3",,,"A","Floor Tiles","vitrified_floor_tiles","Vitrified floor tiles",,"Providing Fixing of (4'x2' , 8"" x 4' ) vitrified Tile with labour and required fixing material. As/3D theme and design Make - Kajaria,Somani, Varmoura,Granicer same as other Tile Cost - up to 80/- sqft.","sqft","4000","170","680000","","Kajaria; Somani; Varmora; Granicer"
"rinki_2023_10_07_v1","RINKI","Flooring","3",,,"B","balcony's Floor Tiles (6 nos.)","vitrified_floor_tiles","Vitrified floor tiles",,"Providing Fixing of (1'x1/18""x18"" / 8"" x 4' ) vitrified Tile with labour and required fixing material. As/3D theme and design Make - Kajaria,Somani, Varmoura,Granicer same as other Tile Cost - up to 70/- sqft.","sqft","450","150","67500","","Kajaria; Somani; Varmora; Granicer"
"rinki_2023_10_07_v1","RINKI","Partition and Glass","4",,,"A","75mm thick Gypsum Partition (as/layout) (up to Ceiling 13' high As/site)","gypsum_partition","Gypsum partition",,"providing and fixing of gypsum partition (50mm x 50 mm GI section with both side 12mm gypsum board with joint plaster)","sqft","2500","95","237500","",""
"rinki_2023_10_07_v1","RINKI","Partition and Glass","4",,,"B","12mm thick toughened glass Door with Required black profile channel with Fittings (as/layout)","glass_door","Toughened glass door",,"","pcs","17","21000","357000","",""
"rinki_2023_10_07_v1","RINKI","Partition and Glass","4",,,"C","12mm thick toughened glass partition with black powder coated profile with glass (as/layout) (up to 8' high from floor finish lvl)","glass_partition","Toughened glass partition",,"12mm thick toughened Glass partition with Required Fittings (Make - saint Gobain,Modi same as other) note - existing front glass will remain same","sqft","900","650","585000","","Saint Gobain; Modi"
"rinki_2023_10_07_v1","RINKI","Partition and Glass","4",,,"D","frosted film on glass partiton ( 4 feet high )","frosted_film_on_glass_partiton_4_feet_high","frosted film on glass partiton ( 4 feet high )",,"as/design","sqft","1000","40","40000","",""
"rinki_2023_10_07_v1","RINKI","Toilet and Wet Areas","5","Director Cabin","5","A","Floor and Wall Tiles","toilet_tiles","Toilet floor and wall tiles",,"Providing Fixing of (2'x2', 12""x18"", 12""x12"" ) vitrified Tile with labour and required fixing material. (Make - Somani,Kajaria,vamoura,same as other brand)","pcs","300","150","45000","","Kajaria; Somani"
"rinki_2023_10_07_v1","RINKI","Toilet and Wet Areas","5","Director Cabin","5","B","Fixtures for toilet","toilet_fixtures","Toilet fixtures set",,"1. Wall mounted WC (jaquar) with cistern + flush plate (GROHE GD- 2) 2. Table top basin with diverter (MAKE - JAQUAR BASIC MODEL) 3. wall mirror with light 4. Vanity with granite top with below storage 5. health Faucet 6. toilet paper Holder (Stainless steel heavy duty)","pcs","1","60000","60000","","Jaquar; Grohe"
"rinki_2023_10_07_v1","RINKI","Toilet and Wet Areas","5","Director Cabin","5","C","New Bathroom's pvc installation fittings + labour charges with required items.","toilet_plumbing","Bathroom PVC plumbing installation",,"providing fitting and fixing of new pvc pipeline fittings for bathroom fixtures with required items. MAKE - Prince/ Prakash/Finolex same as other","pcs","1","25000","25000","","Prince; Prakash; Finolex"
"rinki_2023_10_07_v1","RINKI","Suspended Ceiling","6",,,"A","GYPSUM board ceiling with cove (as/disussed )","gypsum_ceiling","Gypsum ceiling",,"providing and fixing of Gypsum Board ceiling with required ISI GI channel cevered with 12mm thick gypsum board with required fittings.","sqft","4300","90","387000","",""
"rinki_2023_10_07_v1","RINKI","Suspended Ceiling","6",,,"B","Rafter ceiling in reception area","rafter_ceiling_in_reception_area","Rafter ceiling in reception area",,"as/design","sqft","135","450","60750","",""
"rinki_2023_10_07_v1","RINKI","Electrical Works","7",,,"A","ELECTRICAL WORKS FOR COMPLETE OFFICE (as/drawing and 3D design)","electrical_complete","Electrical works for complete area",,"providing fitting and Fixing of False ceiling's wiring,pvc conduiting, switch Board, LED Strips for cove and recessed light for false ceiling, MCB, Distribution Board, 2 - 3 electrical point on work + 4 electrical points in cabin + COVE LIGHT , Cove Strip, Profile Light, Hanging Light other required work (Excluding items from our scope - Fan, Geyser,R.O.,chandelier, earthing's wiring ) Make - polycab/Havells for wiring + GM/L&T/ for switches + Syska/Crompton/ Philips For Resecced Ceiling Light .","sqft","3200","235","752000","","Polycab; Crompton; Philips"
"rinki_2023_10_07_v1","RINKI","Paint Works","8",,,"A","Walls + Partition And Ceiling's Paint work for complete office area with required putty work","paint_complete","Paint work for walls, partitions and ceiling",,"MAKE - Asian Plastic Paint/Burger (plastic paint)","sqft","9000","28","252000","","Asian"
"rinki_2023_10_07_v1","RINKI","Furniture","9","Reception","9A","A","waiting area sofa set","waiting_sofa","Waiting / lounge sofa",,"AS/3D DESIGN","seat","4","8000","32000","",""
"rinki_2023_10_07_v1","RINKI","Furniture","9","Reception","9A","B","2 seater sofa","waiting_sofa","Waiting / lounge sofa",,"AS/3D DESIGN","seat","2","10000","20000","",""
"rinki_2023_10_07_v1","RINKI","Furniture","9","Reception","9A","C","Coffee table ( 3'x3' )","coffee_table","Coffee table",,"AS/DESIGN","pcs","2","7500","15000","",""
"rinki_2023_10_07_v1","RINKI","Furniture","9","Reception","9A","D","Reception counter (as/3D design)","reception_counter","Reception counter / table",,"Made of 19mm thick ply/blockboard/HDHMR with laminate finish bith side with required fittings ( SIZE - 8' wide x 4' high x 3' Depth )","pcs","1","37500","37500","",""
